2025-11-14 18:20:32.488 | INFO     | __main__:log_results:110 - num_trainval: 175
2025-11-14 18:20:32.492 | INFO     | __main__:log_results:110 - is_random_sample: True
2025-11-14 18:20:32.492 | INFO     | __main__:log_results:110 - which_FeatureAugmentation: 3
2025-11-14 18:20:32.492 | INFO     | __main__:log_results:110 - FeatureAugmentation_Runs: 2
2025-11-14 18:20:32.492 | INFO     | __main__:log_results:110 - x_transformer_type: standardize
2025-11-14 18:20:32.492 | INFO     | __main__:log_results:110 - y_transformer_type: standardize
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:110 - num_trainval_slice: 40
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:110 - EPOCH: 500
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:110 - exp_name: DGP05_SciGP_Far2
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:110 - random_round_num: 2
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:113 - Pt_in [Pa] | explained_variance_score: 0.611606
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:113 - Pt_in [Pa] | r2_score: 0.610556
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_absolute_error_score: 0.333452
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_pinball_score: 0.333452
2025-11-14 18:20:32.493 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_tweedie_score: 0.610556
2025-11-14 18:20:32.494 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_absolute_error: 0.488862
2025-11-14 18:20:32.494 | INFO     | __main__:log_results:113 - Pt_in [Pa] | median_absolute_error: 0.428455
2025-11-14 18:20:32.494 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_squared_error: 0.409247
2025-11-14 18:20:32.494 | INFO     | __main__:log_results:113 - Pt_in [Pa] | rmse: 0.639724
2025-11-14 18:20:32.495 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_squared_log_error: 0.093323
2025-11-14 18:20:32.495 | INFO     | __main__:log_results:113 - Pt_in [Pa] | rmsle: 0.305489
2025-11-14 18:20:32.495 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_absolute_percentage_error: 0.717722
2025-11-14 18:20:32.495 | INFO     | __main__:log_results:113 - Pt_in [Pa] | max_error: 1.730798
2025-11-14 18:20:32.496 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_pinball_loss(alpha=0.5): 0.244431
2025-11-14 18:20:32.496 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_poisson_deviance: nan
2025-11-14 18:20:32.496 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_gamma_deviance: nan
2025-11-14 18:20:32.497 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_tweedie_deviance(power=0.0): 0.409247
2025-11-14 18:20:32.497 | INFO     | __main__:log_results:113 - Pt_out [Pa] | explained_variance_score: 1.000000
2025-11-14 18:20:32.497 | INFO     | __main__:log_results:113 - Pt_out [Pa] | r2_score: 1.000000
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | d2_absolute_error_score: 0.999981
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | d2_pinball_score: 0.999981
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | d2_tweedie_score: 1.000000
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_absolute_error: 0.484056
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | median_absolute_error: 0.414559
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_squared_error: 0.390150
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | rmse: 0.624620
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_squared_log_error: 0.000000
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | rmsle: 0.000018
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_absolute_percentage_error: 0.000012
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | max_error: 1.818730
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_pinball_loss(alpha=0.5): 0.242028
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_poisson_deviance: 0.000010
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_gamma_deviance: 0.000000
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_tweedie_deviance(power=0.0): 0.390150
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Torque [N m] | explained_variance_score: 0.999784
2025-11-14 18:20:32.501 | INFO     | __main__:log_results:113 - Torque [N m] | r2_score: 0.999776
2025-11-14 18:20:32.502 | INFO     | __main__:log_results:113 - Torque [N m] | d2_absolute_error_score: 0.985868
2025-11-14 18:20:32.502 | INFO     | __main__:log_results:113 - Torque [N m] | d2_pinball_score: 0.985868
2025-11-14 18:20:32.502 | INFO     | __main__:log_results:113 - Torque [N m] | d2_tweedie_score: 0.999776
2025-11-14 18:20:32.502 | INFO     | __main__:log_results:113 - Torque [N m] | mean_absolute_error: 0.026588
2025-11-14 18:20:32.502 | INFO     | __main__:log_results:113 - Torque [N m] | median_absolute_error: 0.018688
2025-11-14 18:20:32.502 | INFO     | __main__:log_results:113 - Torque [N m] | mean_squared_error: 0.001310
2025-11-14 18:20:32.502 | INFO     | __main__:log_results:113 - Torque [N m] | rmse: 0.036197
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | mean_squared_log_error: 0.000084
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | rmsle: 0.009166
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | mean_absolute_percentage_error: 0.008086
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | max_error: 0.130801
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | mean_pinball_loss(alpha=0.5): 0.013294
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | mean_poisson_deviance: 0.000435
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | mean_gamma_deviance: 0.000177
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Torque [N m] | mean_tweedie_deviance(power=0.0): 0.001310
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Efficiency [%] | explained_variance_score: 0.995237
2025-11-14 18:20:32.503 | INFO     | __main__:log_results:113 - Efficiency [%] | r2_score: 0.995211
