2025-11-14 20:57:03.120 | INFO     | __main__:log_results:110 - num_trainval: 60
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - is_random_sample: True
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - which_FeatureAugmentation: 3
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - FeatureAugmentation_Runs: 2
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - x_transformer_type: standardize
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - y_transformer_type: standardize
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - num_trainval_slice: 40
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - EPOCH: 500
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - exp_name: DGP05_SciGP_Far2_v2
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:110 - random_round_num: 2
2025-11-14 20:57:03.124 | INFO     | __main__:log_results:113 - Pt_in [Pa] | explained_variance_score: 0.345856
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | r2_score: 0.341800
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_absolute_error_score: 0.218351
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_pinball_score: 0.218351
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_tweedie_score: 0.341800
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_absolute_error: 0.622987
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | median_absolute_error: 0.510953
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_squared_error: 0.617291
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | rmse: 0.785679
2025-11-14 20:57:03.125 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_squared_log_error: 0.126683
2025-11-14 20:57:03.126 | INFO     | __main__:log_results:113 - Pt_in [Pa] | rmsle: 0.355926
2025-11-14 20:57:03.126 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_absolute_percentage_error: 2.285135
2025-11-14 20:57:03.126 | INFO     | __main__:log_results:113 - Pt_in [Pa] | max_error: 2.023311
2025-11-14 20:57:03.126 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_pinball_loss(alpha=0.5): 0.311493
2025-11-14 20:57:03.126 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_poisson_deviance: nan
2025-11-14 20:57:03.126 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_gamma_deviance: nan
