2025-11-14 20:58:29.977 | INFO     | __main__:log_results:110 - num_trainval: 80
2025-11-14 20:58:29.978 | INFO     | __main__:log_results:110 - is_random_sample: True
2025-11-14 20:58:29.978 | INFO     | __main__:log_results:110 - which_FeatureAugmentation: 3
2025-11-14 20:58:29.978 | INFO     | __main__:log_results:110 - FeatureAugmentation_Runs: 2
2025-11-14 20:58:29.979 | INFO     | __main__:log_results:110 - x_transformer_type: standardize
2025-11-14 20:58:29.979 | INFO     | __main__:log_results:110 - y_transformer_type: standardize
2025-11-14 20:58:29.979 | INFO     | __main__:log_results:110 - num_trainval_slice: 40
2025-11-14 20:58:29.980 | INFO     | __main__:log_results:110 - EPOCH: 500
2025-11-14 20:58:29.980 | INFO     | __main__:log_results:110 - exp_name: DGP05_SciGP_Far2_v2
2025-11-14 20:58:29.980 | INFO     | __main__:log_results:110 - random_round_num: 2
2025-11-14 20:58:29.980 | INFO     | __main__:log_results:113 - Pt_in [Pa] | explained_variance_score: 0.660547
2025-11-14 20:58:29.981 | INFO     | __main__:log_results:113 - Pt_in [Pa] | r2_score: 0.654267
2025-11-14 20:58:29.981 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_absolute_error_score: 0.376799
2025-11-14 20:58:29.982 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_pinball_score: 0.376799
2025-11-14 20:58:29.982 | INFO     | __main__:log_results:113 - Pt_in [Pa] | d2_tweedie_score: 0.654267
2025-11-14 20:58:29.983 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_absolute_error: 0.477100
2025-11-14 20:58:29.983 | INFO     | __main__:log_results:113 - Pt_in [Pa] | median_absolute_error: 0.401918
2025-11-14 20:58:29.983 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_squared_error: 0.376980
2025-11-14 20:58:29.983 | INFO     | __main__:log_results:113 - Pt_in [Pa] | rmse: 0.613987
2025-11-14 20:58:29.983 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_squared_log_error: 0.079010
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_in [Pa] | rmsle: 0.281087
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_absolute_percentage_error: 0.762069
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_in [Pa] | max_error: 1.486220
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_pinball_loss(alpha=0.5): 0.238550
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_poisson_deviance: nan
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_gamma_deviance: nan
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_in [Pa] | mean_tweedie_deviance(power=0.0): 0.376980
2025-11-14 20:58:29.984 | INFO     | __main__:log_results:113 - Pt_out [Pa] | explained_variance_score: 1.000000
2025-11-14 20:58:29.985 | INFO     | __main__:log_results:113 - Pt_out [Pa] | r2_score: 1.000000
2025-11-14 20:58:29.985 | INFO     | __main__:log_results:113 - Pt_out [Pa] | d2_absolute_error_score: 0.999978
2025-11-14 20:58:29.985 | INFO     | __main__:log_results:113 - Pt_out [Pa] | d2_pinball_score: 0.999978
2025-11-14 20:58:29.985 | INFO     | __main__:log_results:113 - Pt_out [Pa] | d2_tweedie_score: 1.000000
2025-11-14 20:58:29.985 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_absolute_error: 0.561278
2025-11-14 20:58:29.985 | INFO     | __main__:log_results:113 - Pt_out [Pa] | median_absolute_error: 0.482781
2025-11-14 20:58:29.986 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_squared_error: 0.485823
2025-11-14 20:58:29.986 | INFO     | __main__:log_results:113 - Pt_out [Pa] | rmse: 0.697010
2025-11-14 20:58:29.986 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_squared_log_error: 0.000000
2025-11-14 20:58:29.986 | INFO     | __main__:log_results:113 - Pt_out [Pa] | rmsle: 0.000018
2025-11-14 20:58:29.986 | INFO     | __main__:log_results:113 - Pt_out [Pa] | mean_absolute_percentage_error: 0.000013
2025-11-14 20:58:29.986 | INFO     | __main__:log_results:113 - Pt_out [Pa] | max_error: 2.061945
