DOE No., Pt_in [Pa], Pt_out [Pa], del_Pt [Pa], Head[m], VolumeFlowRate, RPM, Torque [N m], Eff [%]
232, -0.227625891566277, 26495.611328125, 26495.83984375, 2.70182371139526, 37.3002738952637, 1552, -2.88824272155762, 58.483470916748
233, -0.0147870928049088, 18269.3125, 18269.328125, 1.86295294761658, 30.5999622344971, 1690.00012207031, -1.58771061897278, 55.2655220031738
234, -2.27327632904053, 76624.84375, 76627.1171875, 7.81379127502441, 31.4985580444336, 1451, -5.0120153427124, 88.0363998413086
235, -3.62178492546082, 99151.71875, 99155.34375, 10.1110305786133, 42.8020629882813, 1680, -7.68329000473022, 87.2154006958008
236, 0.250155866146088, 27783.533203125, 27783.283203125, 2.83310627937317, 25.6014671325684, 1232, -2.05424189567566, 74.5512542724609
237, -0.615610063076019, 13256.623046875, 13257.23828125, 1.35186207294464, 39.8003845214844, 1047, -2.48481607437134, 53.7982635498047
238, 4.98732280731201, 112602.734375, 112597.75, 11.4817743301392, 30.7999477386475, 1032, -9.2678108215332, 96.181526184082
239, -1.05632436275482, 18953.98828125, 18955.044921875, 1.93287658691406, 38.0992889404297, 1642, -1.87875008583069, 62.0966796875
240, -3.48131251335144, 88570.2265625, 88573.7109375, 9.03200435638428, 36.4021835327148, 1692.00012207031, -5.87595272064209, 86.0245590209961
241, -0.522526443004608, 16618.642578125, 16619.166015625, 1.69468319416046, 38.8999481201172, 1400, -2.24829006195068, 54.4812088012695
242, 3.72912263870239, 105279.5, 105275.7734375, 10.7351408004761, 19.4999580383301, 1255, -4.55223083496094, 95.3153839111328
243, -2.2756941318512, 53798.38671875, 53800.6640625, 5.48614072799683, 35.9000091552734, 1555, -4.21435546875, 78.1789016723633
244, -0.649410605430603, 53249.546875, 53250.1953125, 5.43000841140747, 15.0023832321167, 1363.00012207031, -1.72420167922974, 90.1708984375
245, -0.682254612445831, 34217.42578125, 34218.109375, 3.48927593231201, 41.5999145507813, 1229, -4.26580810546875, 72.0218276977539
246, 0.838796079158783, 94416.171875, 94415.3359375, 9.62768459320068, 32.4995384216309, 1258, -6.94483757019043, 93.1635131835938
247, 1.7669792175293, 95548.2109375, 95546.4453125, 9.74302577972412, 27.4999485015869, 1299.99987792969, -5.6896333694458, 94.2296676635742
248, -2.65703272819519, 63791.09375, 63793.75, 6.50515174865723, 36.6042327880859, 1559, -4.91565227508545, 80.8259963989258
249, -1.82649719715118, 82906.78125, 82908.609375, 8.45432472229004, 39.906322479248, 1328, -7.42904376983643, 88.9568023681641
250, -0.510737061500549, 30351.734375, 30352.244140625, 3.09506750106812, 32.7005805969238, 1526.00012207031, -2.68742179870605, 64.1984786987305
251, 0.644668102264404, 103804.0390625, 103803.390625, 10.585000038147, 43.1996154785156, 1211, -10.5295572280884, 93.2837600708008
252, 1.28133857250214, 74421.8359375, 74420.5546875, 7.58878421783447, 14.4999780654907, 1416.99987792969, -2.15254855155945, 93.8439636230469
253, -1.91388714313507, 47141.2421875, 47143.15625, 4.80726385116577, 40.5032958984375, 1172, -5.22672271728516, 82.6838684082031
254, -1.57026278972626, 63805.41796875, 63806.98828125, 6.5065016746521, 31.4997692108154, 1623, -3.97508001327515, 82.638053894043
255, 0.46071994304657, 14604.2763671875, 14603.8154296875, 1.48917472362518, 25.4009437561035, 1563, -1.14758086204529, 54.8583526611328
256, -0.621380209922791, 74395.65625, 74396.28125, 7.58630895614624, 39.4015274047852, 1100, -7.76811695098877, 90.9965057373047
257, 4.00623798370361, 90593.9609375, 90589.953125, 9.23760414123535, 15.5999526977539, 1228, -3.19819736480713, 95.4483795166016
258, -0.118162594735622, 69589.984375, 69590.1015625, 7.09621524810791, 25.7014846801758, 1204, -4.29500102996826, 91.7455062866211
259, -2.25133728981018, 70996.2890625, 70998.5390625, 7.23983573913574, 21.5026321411133, 1672, -2.78029584884644, 87.1129379272461
260, 0.069229356944561, 28170.3984375, 28170.330078125, 2.87257409095764, 26.8009147644043, 1360.99987792969, -2.10021948814392, 70.0628204345703
261, 0.144628152251244, 98835.6328125, 98835.484375, 10.0784139633179, 22.5997428894043, 1505, -4.22897291183472, 93.0923233032227
262, -2.98757123947144, 81853.1640625, 81856.1484375, 8.34700393676758, 39.0036201477051, 1728, -5.87502098083496, 83.4203338623047
263, -2.44022417068481, 81056.0546875, 81058.4921875, 8.26566600799561, 27.1015892028809, 1592, -4.14813470840454, 88.2401580810547
264, -0.406190872192383, 19261.275390625, 19261.681640625, 1.96414482593536, 28.2013683319092, 1632.00012207031, -1.68632817268372, 52.3565521240234
265, -2.22787237167358, 25544.07421875, 25546.302734375, 2.60499787330627, 46.1999588012695, 1577.99987792969, -3.71336698532104, 53.4273490905762
266, -2.19873261451721, 59015.49609375, 59017.6953125, 6.01812982559204, 45.799934387207, 1761, -5.60557794570923, 72.6333694458008
267, 0.0673177316784859, 84021.2265625, 84021.15625, 8.56777286529541, 21.1997776031494, 1349, -3.75845623016357, 93.189582824707
268, -2.16814827919006, 59059.4765625, 59061.64453125, 6.02261161804199, 45.2999610900879, 1771, -5.51729583740234, 72.6318969726563
269, -0.821154773235321, 34392.94140625, 34393.76171875, 3.50718760490417, 42.3011703491211, 1592, -3.90774059295654, 62.0343399047852
270, -2.22076058387756, 62778.8203125, 62781.04296875, 6.40188455581665, 34.097225189209, 1260, -5.21995258331299, 86.3335037231445
271, -0.182676166296005, 65480.37109375, 65480.5546875, 6.67715787887573, 16.0001697540283, 1461.99987792969, -2.08390927314758, 91.2178115844727
272, -2.61005258560181, 76562.6484375, 76565.2578125, 7.80748319625854, 30.4944877624512, 1532, -4.6582088470459, 86.7849197387695
273, 2.61454629898071, 74249.6796875, 74247.0625, 7.57109308242798, 14.3999719619751, 1191, -2.55971956253052, 93.0262832641602
274, 0.26537236571312, 15995.6416015625, 15995.3759765625, 1.63107430934906, 26.8008460998535, 1601, -1.31553673744202, 53.9905242919922
275, -2.05909872055054, 75458.9296875, 75460.9921875, 7.69487953186035, 21.3993663787842, 1705, -2.83754014968872, 88.5372314453125
276, -0.392022728919983, 48442.6328125, 48443.0234375, 4.9398136138916, 19.2002754211426, 1083, -2.50165963172913, 91.0648651123047
277, 0.523850083351135, 81703.6875, 81703.1640625, 8.3314037322998, 23.1000099182129, 1328, -4.06903600692749, 92.6467742919922
278, -0.165085390210152, 13842.4150390625, 13842.580078125, 1.41155028343201, 26.4002590179443, 1308.00012207031, -1.43935096263885, 51.489616394043
279, -0.278106123209, 30213.232421875, 30213.509765625, 3.08092045783997, 37.0006523132324, 1675, -2.98387813568115, 59.3312568664551
280, -1.61659550666809, 44964.55859375, 44966.17578125, 4.58527374267578, 45.799919128418, 1652, -4.94763088226318, 66.8362655639648
281, -0.443123608827591, 53643.83984375, 53644.28125, 5.4701943397522, 26.8979167938232, 1001, -4.19505977630615, 91.1462249755859
282, -2.30000376701355, 71116.8125, 71119.109375, 7.25213050842285, 24.8072719573975, 1623.99987792969, -3.3370041847229, 86.3557815551758
283, -2.99481534957886, 72325.8671875, 72328.859375, 7.37549066543579, 38.9096183776855, 1446, -5.97860908508301, 86.3513259887695
284, -3.8718740940094, 86071.828125, 86075.703125, 8.77727890014648, 43.7026176452637, 1593, -7.37271451950073, 84.959846496582
285, 0.664495289325714, 21393.078125, 21392.4140625, 2.18141913414001, 21.4999847412109, 1449.99987792969, -1.33355689048767, 63.0938835144043
286, 4.9422755241394, 111998.0625, 111993.1171875, 11.4201192855835, 28.3999557495117, 1088, -8.09494781494141, 95.7932510375977
287, -0.855079293251038, 19851.8359375, 19852.69140625, 2.02441096305847, 38.9999885559082, 1557, -2.44032430648804, 54.052604675293
288, -3.25244545936584, 82273.40625, 82276.65625, 8.38988399505615, 38.0953140258789, 1588.00012207031, -6.05149936676025, 86.5174179077148
289, -1.41606557369232, 64215.78515625, 64217.203125, 6.54833221435547, 29.1014423370361, 1683.99987792969, -3.52993202209473, 83.3923721313477
290, 0.105196811258793, 17786.80859375, 17786.703125, 1.8137389421463, 27.4005756378174, 1704.00012207031, -1.40430045127869, 54.0249519348145
291, -0.138988792896271, 37364.60546875, 37364.74609375, 3.81014347076416, 23.0982513427734, 1195, -2.29300785064697, 83.548095703125
292, 1.71718311309814, 82579.3359375, 82577.6171875, 8.42057323455811, 21.2999000549316, 1175, -4.25917816162109, 93.2277297973633
293, -0.540991127490997, 15223.3388671875, 15223.8798828125, 1.55240368843079, 40.3052711486816, 1181, -2.64988946914673, 52.0089874267578
294, -0.619263410568237, 84414.921875, 84415.5390625, 8.60798931121826, 21.6004085540771, 1553, -3.40866422653198, 91.3687210083008
295, 0.409572869539261, 27934.521484375, 27934.111328125, 2.84848642349243, 20.6007423400879, 1399, -1.48150062561035, 73.6490325927734
296, -0.71985250711441, 37441.84375, 37442.5625, 3.8180787563324, 34.0039329528809, 1038, -3.89054679870605, 83.6287460327148
297, 2.15709328651428, 95678.671875, 95676.515625, 9.7562894821167, 33.099925994873, 1035, -8.7102165222168, 93.1819839477539
298, -1.00500059127808, 37076.80859375, 37077.8125, 3.78088450431824, 45.3999061584473, 1119, -5.22108840942383, 76.4269943237305
299, -0.198144003748894, 13703.84765625, 13704.0458984375, 1.39742374420166, 23.800178527832, 1216, -1.27077233791351, 55.988208770752
300, 0.0853211432695389, 28697.625, 28697.5390625, 2.92633438110352, 25.1003704071045, 1579.99987792969, -1.83664464950562, 65.8432769775391
301, 5.028977394104, 113306.4375, 113301.40625, 11.5535278320313, 21.1999626159668, 1200, -5.50055551528931, 96.527587890625
302, -3.3847644329071, 67301.25, 67304.6328125, 6.86316204071045, 42.2018966674805, 1783, -5.47127437591553, 77.2335433959961
303, -0.70371013879776, 48613.19921875, 48613.90234375, 4.95723819732666, 31.9999675750732, 1733, -3.21680450439453, 74.0211181640625
304, 5.05357933044434, 114827.203125, 114822.1484375, 11.7086000442505, 22.6999645233154, 1219, -5.9120044708252, 95.935920715332
305, -2.17117190361023, 71254.15625, 71256.328125, 7.26612281799316, 38.3020553588867, 1269, -6.48030710220337, 88.0353698730469
306, 5.5142560005188, 106256.5546875, 106251.0390625, 10.8345899581909, 20.8997802734375, 1003.99993896484, -6.06206846237183, 96.7807998657227
307, -3.22009491920471, 94054.953125, 94058.171875, 9.59126377105713, 32.201789855957, 1774, -5.22130012512207, 86.7387390136719
308, -0.104077726602554, 19324.904296875, 19325.0078125, 1.97060227394104, 31.0999813079834, 1752, -1.63715994358063, 55.5806350708008
309, -1.49830651283264, 50701.3671875, 50702.8671875, 5.17025327682495, 42.2999534606934, 1645.00012207031, -4.7938404083252, 72.1425933837891
310, -0.292647153139114, 14747.5546875, 14747.84765625, 1.50386190414429, 21.7001266479492, 1463.99987792969, -1.06964492797852, 54.2099609375
311, -2.31697463989258, 67723.7421875, 67726.0625, 6.90613603591919, 38.4988632202148, 1252, -6.31505966186523, 87.4763870239258
312, 0.997490704059601, 95447.9140625, 95446.9140625, 9.73287582397461, 37.5999450683594, 1159, -8.72090721130371, 94.1830673217773
313, 0.0453418381512165, 23396.25, 23396.205078125, 2.38574886322021, 28.1006660461426, 1207, -2.11905288696289, 68.1838989257813
314, 3.71544885635376, 106712.2890625, 106708.5703125, 10.8812456130981, 26.5999412536621, 1153, -6.94254493713379, 94.0591125488281
315, -0.131653741002083, 27520.16796875, 27520.298828125, 2.80628943443298, 30.1002159118652, 1620, -2.22899675369263, 60.8509254455566
316, 1.61140596866608, 89644.3984375, 89642.7890625, 9.14101982116699, 14.2000255584717, 1632.00012207031, -2.2049663066864, 93.8320541381836
317, -0.149302214384079, 18514.734375, 18514.8828125, 1.88799250125885, 20.3003101348877, 1753, -1.03374528884888, 55.0170249938965
318, -0.203750610351563, 35053.63671875, 35053.83984375, 3.57449674606323, 30.7010669708252, 1509.99987792969, -2.69614696502686, 70.1192779541016
319, -2.55043268203735, 83954.203125, 83956.75, 8.56120586395264, 45.0035247802734, 1308.00012207031, -8.67379093170166, 88.3393707275391
320, 0.829425096511841, 89163.078125, 89162.25, 9.09201908111572, 42.0000534057617, 1040, -10.1489944458008, 94.1116485595703
321, 0.325584828853607, 50761.609375, 50761.28515625, 5.17621040344238, 16.0998497009277, 1068, -2.19220471382141, 92.5914611816406
322, 4.79922389984131, 98048.6484375, 98043.8515625, 9.99769020080566, 15.0999116897583, 1064, -3.84545469284058, 95.9785766601563
323, -3.03880572319031, 70670.4296875, 70673.46875, 7.20668792724609, 33.1040534973145, 1651, -4.50171279907227, 83.4990615844727
324, 2.95111179351807, 90772.3125, 90769.359375, 9.25589847564697, 15.7000017166138, 1523.99987792969, -2.65137195587158, 93.5518112182617
325, -1.09493815898895, 52028.51953125, 52029.61328125, 5.30554389953613, 14.296459197998, 1639, -1.39329648017883, 86.4023361206055
326, 0.122159719467163, 29918.4453125, 29918.322265625, 3.05081963539124, 25.8001861572266, 1166.99987792969, -2.24329805374146, 78.2115859985352
327, 0.48808154463768, 13405.0966796875, 13404.6083984375, 1.36688959598541, 19.9001541137695, 1494, -0.920474946498871, 51.453727722168
328, -0.399379938840866, 20910.966796875, 20911.365234375, 2.13236570358276, 40.6000556945801, 1325, -3.01115036010742, 56.4455261230469
329, 0.558088421821594, 25641.306640625, 25640.748046875, 2.6146285533905, 19, 1497, -1.24102413654327, 69.5586547851563
330, -3.47802734375, 87337.9453125, 87341.421875, 8.90634632110596, 41.8014488220215, 1528.00012207031, -7.359459400177, 86.1214218139648
331, -1.54197800159454, 23401.8203125, 23403.361328125, 2.38647866249084, 40.3999938964844, 1634.00012207031, -2.88159084320068, 53.265251159668
332, -3.02012515068054, 78977.40625, 78980.4296875, 8.05376243591309, 42.1046752929688, 1635.99987792969, -6.49081516265869, 83.0684509277344
333, -1.73243200778961, 39036.6640625, 39038.3984375, 3.9808087348938, 41.7000160217285, 1136, -4.85311508178711, 78.3246002197266
334, 0.090824194252491, 24926.166015625, 24926.07421875, 2.54175209999084, 25.2999725341797, 1508.99987792969, -1.7510644197464, 63.306957244873
335, -3.58959412574768, 78094.234375, 78097.8203125, 7.96376085281372, 45.6023330688477, 1489, -7.46474170684814, 84.9934310913086
336, 1.75317800045013, 96934.4609375, 96932.7109375, 9.88438510894775, 42.7999496459961, 1058, -11.021577835083, 94.374153137207
337, 4.64324951171875, 92219.6640625, 92215.0234375, 9.40331554412842, 16.3999176025391, 1004.99993896484, -4.15104246139526, 96.1587905883789
338, -1.12615358829498, 56845.875, 56847, 5.79678058624268, 33.9014511108398, 1014.00006103516, -5.6100754737854, 89.8644714355469
339, -0.915314137935638, 93164.8828125, 93165.796875, 9.50026702880859, 45.999439239502, 1226, -10.1819753646851, 91.0658187866211
340, -3.09423518180847, 78884.859375, 78887.953125, 8.04433250427246, 45.5045928955078, 1427, -7.73727178573608, 86.2428283691406
341, 2.69669055938721, 81898.8125, 81896.1171875, 8.3510799407959, 29.6999759674072, 1020, -6.76581430435181, 93.4906158447266
342, -1.86897957324982, 43686.796875, 43688.6640625, 4.45500373840332, 35.6070251464844, 1061, -4.59519863128662, 84.6357116699219
343, -3.27138113975525, 74038.2265625, 74041.5, 7.55013132095337, 43.0044059753418, 1596, -6.51058197021484, 81.2838668823242
344, 0.0470979698002338, 99090.9140625, 99090.8671875, 10.104455947876, 35.4995994567871, 1364.00012207031, -7.44514274597168, 91.8837051391602
345, -0.400327265262604, 16169.962890625, 16170.36328125, 1.64891815185547, 27.9012336730957, 1371, -1.59465718269348, 54.7403144836426
346, -1.05873894691467, 18471.380859375, 18472.439453125, 1.88366448879242, 37.199951171875, 1333, -2.48482441902161, 55.0312881469727
347, -1.35225141048431, 47574.54296875, 47575.89453125, 4.85139083862305, 42.699951171875, 1428, -4.99328422546387, 75.5733642578125
348, -0.0682091489434242, 19867.6953125, 19867.763671875, 2.02594804763794, 33.4999732971191, 1239.99987792969, -2.38657140731812, 59.657657623291
349, -1.74913883209229, 53325.57421875, 53327.32421875, 5.43787336349487, 19.9998760223389, 1456, -2.25967216491699, 85.9882583618164
350, 0.233846038579941, 69607.859375, 69607.625, 7.0980019569397, 21.7997646331787, 1126, -3.80263066291809, 94.0058670043945
351, -3.10196280479431, 81529.4609375, 81532.5625, 8.31400680541992, 39.2979354858398, 1468.00012207031, -6.72288417816162, 86.116828918457
352, -0.319250822067261, 27983.74609375, 27984.064453125, 2.85358023643494, 38.7003860473633, 1105, -3.63907909393311, 71.4399566650391
353, 0.181578978896141, 107400.2421875, 107400.0625, 10.9517583847046, 29.2016658782959, 1554, -5.81014394760132, 92.1389236450195
354, -0.390508532524109, 42908.14453125, 42908.53515625, 4.37545251846313, 25.7999782562256, 1301, -2.74825811386108, 82.1290969848633
355, -1.52308666706085, 22819.6640625, 22821.1875, 2.32711338996887, 39.399974822998, 1372, -3.01854133605957, 57.5906295776367
356, 1.37192368507385, 15747.541015625, 15746.1689453125, 1.60566234588623, 13.9999876022339, 1165, -0.718181431293488, 69.889404296875
357, 0.0612764172255993, 73222.9296875, 73222.8671875, 7.4666543006897, 30.0999774932861, 1028, -6.04272794723511, 94.1143035888672
358, 1.9043025970459, 100431.7421875, 100429.8359375, 10.2409925460815, 19.3999767303467, 1589, -3.4629955291748, 93.9197692871094
359, -2.12169122695923, 67811.7109375, 67813.8359375, 6.91508674621582, 31.5983505249023, 1369, -4.79181718826294, 86.6458740234375
360, -0.448243021965027, 22145.19921875, 22145.6484375, 2.25822758674622, 30.7002620697021, 1791, -1.89911556243896, 53.0215454101563
361, -1.93287467956543, 57183.7421875, 57185.67578125, 5.8313159942627, 30.0027637481689, 1711, -3.39792633056641, 78.2804641723633
362, -1.30858600139618, 85125.578125, 85126.8828125, 8.68052577972412, 40.999267578125, 1250.99987792969, -8.197021484375, 90.2814102172852
363, -1.71063196659088, 63865.93359375, 63867.64453125, 6.51268720626831, 45.3931541442871, 1040, -8.29654121398926, 89.1270904541016
364, -3.22266244888306, 70766.1015625, 70769.328125, 7.2164626121521, 36.6041793823242, 1540, -5.25686836242676, 84.8783264160156
365, -1.73394954204559, 87436.15625, 87437.890625, 8.91618347167969, 42.8951873779297, 1293, -8.56827640533447, 89.8018112182617
366, -1.15872120857239, 33961.8828125, 33963.04296875, 3.46326637268066, 36.8999328613281, 1039, -4.04707098007202, 79.0578002929688
367, -1.74167096614838, 52858.546875, 52860.2890625, 5.39024925231934, 25.100944519043, 1249.00012207031, -3.24591016769409, 86.8139495849609
368, 0.276945441961288, 18031.171875, 18030.89453125, 1.83863949775696, 27.6999473571777, 1152, -1.83872961997986, 62.5453109741211
369, -2.19420194625854, 60927.9765625, 60930.171875, 6.21314811706543, 22.1990489959717, 1677, -2.50867986679077, 85.281982421875
370, 0.721638739109039, 31091.34375, 31090.623046875, 3.17036104202271, 14.9002542495728, 1565.99987792969, -1.00922036170959, 77.7524795532227
371, -1.28358542919159, 20206.546875, 20207.830078125, 2.06062507629395, 37.1999626159668, 1413.99987792969, -2.54740881919861, 55.3583374023438
372, -1.72142052650452, 64600.14453125, 64601.8671875, 6.58755683898926, 21.1009311676025, 1488, -2.75914859771729, 88.0719375610352
373, -2.54260802268982, 61892.9765625, 61895.51953125, 6.31158638000488, 22.4021148681641, 1745.99987792969, -2.4840624332428, 84.8028335571289
374, -2.27213978767395, 102323.015625, 102325.2890625, 10.4342756271362, 43.1036682128906, 1484, -8.81535243988037, 89.4319152832031
375, -1.36891961097717, 44559.8984375, 44561.265625, 4.54398441314697, 19.3010559082031, 1309.00012207031, -2.03464674949646, 85.6601409912109
376, -0.111321084201336, 79933.390625, 79933.5, 8.1509485244751, 14.8010492324829, 1768, -1.94894766807556, 91.0767974853516
377, 4.75668430328369, 107504.6953125, 107499.9375, 10.9619426727295, 16.4999732971191, 1311, -3.72659111022949, 96.3043365478516
378, -2.08605265617371, 63770.3515625, 63772.4375, 6.50297880172729, 37.8996238708496, 1512, -5.15958261489868, 82.1808090209961
379, -3.39373207092285, 77304.625, 77308.015625, 7.88322353363037, 41.4038467407227, 1788.99987792969, -5.8903956413269, 80.5710983276367
380, 1.04840505123138, 21189.76953125, 21188.720703125, 2.16064810752869, 16.5999660491943, 1436, -0.960809290409088, 67.6221694946289
381, -1.98818063735962, 54526.8125, 54528.80078125, 5.56038999557495, 31.5002384185791, 1190, -4.44914722442627, 86.0567474365234
382, -1.39106714725494, 82532.390625, 82533.78125, 8.41610336303711, 44.0955009460449, 1206, -8.8933162689209, 90.0085754394531
383, -1.84585952758789, 76783.4921875, 76785.3359375, 7.82992506027222, 34.8022003173828, 1340, -5.93049955368042, 89.1985321044922
384, -1.6063426733017, 54128.31640625, 54129.921875, 5.51971578598022, 25.1037254333496, 1262, -3.26797294616699, 87.3990325927734
385, -0.745484948158264, 19715.162109375, 19715.908203125, 2.01046299934387, 31.4000778198242, 1561, -1.92733144760132, 54.5829582214355
386, -0.135008499026299, 32392.369140625, 32392.50390625, 3.30311608314514, 30.9010334014893, 1384, -2.69866514205933, 71.0888214111328
387, -0.246618613600731, 96208.0546875, 96208.3046875, 9.81051635742188, 40.2007141113281, 1303, -8.59909152984619, 91.562614440918
388, 0.445684820413589, 85937.796875, 85937.3515625, 8.76317119598389, 27.6990394592285, 1294, -5.26847553253174, 92.6181945800781
389, -0.636687457561493, 91991.2578125, 91991.890625, 9.38056182861328, 21.3992462158203, 1667, -3.43263387680054, 91.25439453125
390, -0.785515964031219, 66735.1484375, 66735.9375, 6.80517148971558, 18.5021858215332, 1476, -2.4521222114563, 90.4947204589844
391, -0.474227905273438, 34958.1875, 34958.66015625, 3.56479120254517, 36.8999328613281, 1288, -3.63514423370361, 73.0822219848633
392, -2.22037220001221, 54002.80859375, 54005.02734375, 5.50697994232178, 34.4999656677246, 1610, -3.93505597114563, 78.009033203125
393, -0.485939890146255, 30442.564453125, 30443.05078125, 3.10432720184326, 38.4007720947266, 1298.99987792969, -3.53198075294495, 67.5879898071289
394, -0.458503067493439, 16579.849609375, 16580.30859375, 1.69072091579437, 36.7000427246094, 1364.00012207031, -2.24752354621887, 52.6513404846191
395, 5.03975486755371, 100122.7578125, 100117.71875, 10.2091655731201, 18.6998977661133, 1000, -5.15513610839844, 96.3338394165039
396, -2.68514585494995, 82564.0859375, 82566.7734375, 8.41946697235107, 30.4999561309814, 1621, -4.7510814666748, 86.7356948852539
397, 0.0744067877531052, 16597.482421875, 16597.408203125, 1.69246459007263, 32.5999755859375, 1051, -2.24293923377991, 60.8844223022461
398, -2.75217223167419, 70496.9921875, 70499.7421875, 7.18897294998169, 25.5009784698486, 1687.00012207031, -3.29710674285889, 85.7363815307617
399, -2.3334755897522, 28101.416015625, 28103.75, 2.86578488349915, 39.1999549865723, 1748.00012207031, -2.97436285018921, 56.2060852050781
400, -1.62036526203156, 41634.890625, 41636.51171875, 4.2457423210144, 37.6956367492676, 1102.00012207031, -4.65235328674316, 81.2044830322266
401, -0.380523204803467, 46652.80078125, 46653.1796875, 4.75730037689209, 27.8999652862549, 1612.99987792969, -2.7543158531189, 77.7151489257813
402, -0.297484904527664, 17178.646484375, 17178.943359375, 1.75176465511322, 34.600025177002, 1480, -1.98803722858429, 53.5865135192871
403, -3.93695068359375, 99287.1015625, 99291.0390625, 10.12486743927, 44.0916595458984, 1640, -8.18777370452881, 86.4819946289063
404, -1.39065718650818, 61764.86328125, 61766.25390625, 6.29840469360352, 29.9017353057861, 1602, -3.68514347076416, 82.9850082397461
405, -2.1250216960907, 45442.9375, 45445.0625, 4.63410663604736, 44.8010559082031, 1228, -5.61257743835449, 78.3579559326172
406, -0.356579154729843, 38595.40234375, 38595.7578125, 3.93567180633545, 32.7999114990234, 1454, -3.14234089851379, 73.4959564208984
407, -3.04300498962402, 95016.9609375, 95020.0078125, 9.68934345245361, 40.699577331543, 1544, -7.57754611968994, 87.6794738769531
408, -3.09916400909424, 76508.4921875, 76511.59375, 7.80201101303101, 46.5995750427246, 1380, -7.90631008148193, 86.6812515258789
409, 0.728097081184387, 23540.5, 23539.771484375, 2.40038847923279, 18.4999694824219, 1544, -1.13175666332245, 66.1061401367188
410, -1.97366845607758, 25344.2109375, 25346.185546875, 2.58459162712097, 46.399974822998, 1660, -3.48126316070557, 53.9826622009277
411, -2.20017647743225, 75819.890625, 75822.09375, 7.73170137405396, 40.6971130371094, 1257, -7.36530208587646, 88.4102020263672
412, -0.418781846761703, 24622.193359375, 24622.611328125, 2.51080751419067, 41.4003219604492, 1378.00012207031, -3.33639049530029, 58.8139839172363
413, -1.04970014095306, 90679.5390625, 90680.5859375, 9.24684619903564, 27.599666595459, 1538, -4.77286672592163, 90.4380874633789
414, 3.06656885147095, 79551.1484375, 79548.078125, 8.11164569854736, 14.0999517440796, 1334, -2.40283250808716, 92.8190078735352
415, 0.712842404842377, 30858.4375, 30857.724609375, 3.1466121673584, 18.3007183074951, 1546, -1.29439330101013, 74.8557510375977
416, -1.1820672750473, 103261.8359375, 103263.015625, 10.529896736145, 33.9028167724609, 1542, -6.6313591003418, 90.8160400390625
417, 0.146921753883362, 16606.6171875, 16606.470703125, 1.69338870048523, 28.3999938964844, 1706, -1.27140665054321, 57.6767730712891
418, -3.03521847724915, 68949.234375, 68952.2734375, 7.031174659729, 45.5991477966309, 1474, -6.93853139877319, 81.5472183227539
419, -0.582292020320892, 31892.990234375, 31893.572265625, 3.25223922729492, 37.7006149291992, 1750.00012207031, -3.08423781394958, 59.0927963256836
420, -0.205595463514328, 79034.5, 79034.703125, 8.05929660797119, 29.2992115020752, 1253, -5.34652709960938, 91.6895446777344
421, 1.41777443885803, 78843.953125, 78842.5390625, 8.03970146179199, 26.0999011993408, 1133, -5.12187004089355, 94.0610580444336
422, -2.03072309494019, 104477.234375, 104479.265625, 10.6539192199707, 37.4984016418457, 1588.00012207031, -7.30623722076416, 89.5710067749023
423, -0.843640327453613, 36846.90234375, 36847.74609375, 3.75742435455322, 40.500602722168, 1565, -3.87741351127625, 65.2356185913086
424, -2.0456211566925, 51421.66796875, 51423.71484375, 5.24375915527344, 32.0051040649414, 1189, -4.3222336769104, 84.9496154785156
425, -0.119097545742989, 17522.791015625, 17522.91015625, 1.78683948516846, 26.3009910583496, 1576.00012207031, -1.48971080780029, 52.0701713562012
426, -3.65514993667603, 99571.375, 99575.03125, 10.153826713562, 43.905647277832, 1620, -8.30938720703125, 86.1500701904297
427, -1.06239748001099, 58309.59765625, 58310.66015625, 5.94603252410889, 27.5990657806396, 1604, -3.223557472229, 82.5603332519531
428, -1.15577363967896, 36104.52734375, 36105.68359375, 3.68175506591797, 33.5989646911621, 1041, -3.80023241043091, 81.3409881591797
429, 3.56360697746277, 100781.703125, 100778.140625, 10.2765102386475, 16.6999549865723, 1391.99987792969, -3.43346118927002, 93.4069366455078
430, 0.555387318134308, 27086.69921875, 27086.14453125, 2.76201796531677, 17.6001014709473, 1478, -1.16595053672791, 73.3798141479492
431, 0.563944101333618, 17109.28125, 17108.716796875, 1.74460351467133, 30.499979019165, 1205, -1.96930932998657, 58.3290405273438
432, -2.93535780906677, 86482.2421875, 86485.1796875, 8.8190336227417, 42.3010787963867, 1453, -7.67920684814453, 86.9721145629883
433, -2.81257891654968, 63065.12890625, 63067.94140625, 6.43113994598389, 46.0058174133301, 1155, -7.78599548339844, 85.5843200683594
434, -0.1498783826828, 61855.94921875, 61856.09765625, 6.30756616592407, 28.6032905578613, 1044, -4.89419460296631, 91.8513717651367
435, -0.0114823980256915, 23017.05859375, 23017.0703125, 2.34708786010742, 27.5000782012939, 1350, -1.95202195644379, 63.7139320373535
436, 3.89945220947266, 108733.7890625, 108729.890625, 11.087363243103, 30.2999267578125, 1152, -8.13601303100586, 93.2384948730469
437, 0.487090647220612, 16042.2734375, 16041.7861328125, 1.63580691814423, 33.2999687194824, 1134, -2.17253398895264, 57.5156135559082
