DOE No., Pt_in [Pa], Pt_out [Pa], del_Pt [Pa], Head[m], VolumeFlowRate, RPM, Torque [N m], Eff [%]
26, -1.10542821884155, 16583.365234375, 16584.470703125, 1.69114530086517, 42.5999603271484, 1169, -2.9314227104187, 54.687328338623
27, 1.51305556297302, 88573.234375, 88571.71875, 9.03180122375488, 32.2998695373535, 1132, -7.10965728759766, 94.2908630371094
28, -2.89393353462219, 60462.5390625, 60465.43359375, 6.16575813293457, 40.3028945922852, 1567.99987792969, -5.28209924697876, 78.0476226806641
29, -1.66661167144775, 48452.31640625, 48453.984375, 4.94093132019043, 42.6977462768555, 1143, -5.83334922790527, 82.3074417114258
30, -0.731056690216064, 20424.353515625, 20425.083984375, 2.08277893066406, 31.8001155853271, 1519.99987792969, -2.04395699501038, 55.4556846618652
31, -2.06472039222717, 57583.6953125, 57585.76171875, 5.87211322784424, 21.0000686645508, 1579.99987792969, -2.3723669052124, 85.5787124633789
32, -0.278551757335663, 20308.671875, 20308.951171875, 2.07093667984009, 32.3000106811523, 1790, -1.74283468723297, 55.7763214111328
33, -0.664713084697723, 74094.8671875, 74095.53125, 7.55564117431641, 42.1984519958496, 1065, -8.5559549331665, 91.0205154418945
34, -1.76449203491211, 50806.97265625, 50808.73828125, 5.18104934692383, 46.3999176025391, 1611.99987792969, -5.44357967376709, 71.2647705078125
35, -0.187372863292694, 95258.75, 95258.9375, 9.71370792388916, 23.2000122070313, 1624.99987792969, -3.93775510787964, 91.6137619018555
36, 0.469523936510086, 28043.765625, 28043.296875, 2.8596203327179, 21.3007793426514, 1193, -1.69487643241882, 78.3637084960938
37, -1.68817687034607, 24665.71484375, 24667.40234375, 2.51537489891052, 36.4999694824219, 1640, -2.60482811927795, 55.9064445495605
38, -0.790728688240051, 96186.90625, 96187.6953125, 9.80841445922852, 40.8997917175293, 1314, -8.70265197753906, 91.256233215332
39, 0.557307183742523, 82051.265625, 82050.7109375, 8.36684322357178, 35.4001274108887, 1031, -7.92957782745361, 94.2426071166992
40, 1.7772444486618, 95558.40625, 95556.6328125, 9.74406433105469, 27.3999652862549, 1296.00012207031, -5.6884560585022, 94.2063827514648
41, -1.13141322135925, 44366.546875, 44367.6796875, 4.52424383163452, 14.4992141723633, 1348, -1.44525229930878, 87.58837890625
42, -0.165185168385506, 32868.58984375, 32868.75390625, 3.3516800403595, 14.1984729766846, 1220, -1.1879677772522, 85.4140319824219
43, -2.34147572517395, 57526.52734375, 57528.8671875, 5.86631155014038, 33.2999687194824, 1704.00012207031, -3.81536197662354, 78.1615447998047
44, -3.17325878143311, 75646.6953125, 75649.8671875, 7.71413946151733, 38.2994499206543, 1518.00012207031, -5.96452569961548, 84.8832244873047
45, -2.96610403060913, 99960.2109375, 99963.1796875, 10.1934070587158, 32.5961570739746, 1724, -5.68752145767212, 88.1485137939453
46, 0.718376457691193, 89371.296875, 89370.578125, 9.11326217651367, 38.200008392334, 1086, -8.85690307617188, 94.1488800048828
47, 0.153432354331017, 87418.3359375, 87418.1796875, 8.9141731262207, 15.2001390457153, 1648, -2.3023509979248, 92.8943862915039
48, -1.19135403633118, 108658.28125, 108659.46875, 11.0801820755005, 31.7995853424072, 1652, -6.11295509338379, 90.7604522705078
49, -0.224508360028267, 90058.0234375, 90058.25, 9.18338584899902, 24.2991886138916, 1541.00012207031, -4.12369251251221, 91.3471984863281
50, -0.960960149765015, 17550.849609375, 17551.810546875, 1.78978645801544, 41.5000305175781, 1511, -2.17710399627686, 58.7348098754883
51, -1.93127083778381, 62387.0859375, 62389.015625, 6.36190891265869, 34.6972961425781, 1456, -4.70509099960327, 83.8191528320313
52, 0.620802164077759, 96677.0234375, 96676.40625, 9.85824966430664, 24.2001056671143, 1507.99987792969, -4.44444417953491, 92.5950622558594
53, -1.82257390022278, 64476.8671875, 64478.69140625, 6.57499647140503, 29.6010799407959, 1279, -4.48692846298218, 88.2212066650391
54, -1.98213052749634, 67532.578125, 67534.5625, 6.88660860061646, 40.6943855285645, 1149, -7.13643360137939, 88.905403137207
55, -0.606263995170593, 81972.203125, 81972.8125, 8.35890007019043, 37.5994262695313, 1200, -7.46761035919189, 91.2340621948242
56, -2.62640714645386, 59709.91796875, 59712.54296875, 6.08898448944092, 40.0041046142578, 1442, -5.45843315124512, 80.501823425293
57, -4.04409551620483, 101816.6484375, 101820.6953125, 10.3828210830688, 45.3115577697754, 1738.00012207031, -8.1326732635498, 86.582633972168
58, 2.44884467124939, 106056.859375, 106054.4140625, 10.8145399093628, 23.1999855041504, 1331, -5.26641798019409, 93.1090545654297
59, 3.46542572975159, 80313.7578125, 80310.2890625, 8.18937015533447, 17.0999603271484, 1115, -3.46202230453491, 94.3692398071289
60, 4.72087860107422, 105869.34375, 105864.625, 10.79518699646, 14.4999666213989, 1387, -3.05596804618835, 96.0641708374023
61, 0.170003369450569, 107118.5546875, 107118.3828125, 10.9230346679688, 26.1995468139648, 1659, -4.88427352905273, 91.8713912963867
62, -0.498711556196213, 14288.2353515625, 14288.734375, 1.45704531669617, 30.2008361816406, 1151, -1.79174876213074, 55.5046195983887
63, -2.32150983810425, 49992.2890625, 49994.609375, 5.09803104400635, 43.301441192627, 1345.99987792969, -5.44443368911743, 78.3603973388672
64, -2.07642292976379, 57758.65234375, 57760.73046875, 5.88995504379272, 44.8993072509766, 1242, -6.67347478866577, 82.9979934692383
65, -2.55084109306335, 77048.015625, 77050.5703125, 7.8569712638855, 29.0017032623291, 1529.00012207031, -4.4240517616272, 87.6275253295898
66, -2.03219556808472, 72545.7109375, 72547.7421875, 7.39781045913696, 38.9997406005859, 1250.00012207031, -6.77663230895996, 88.5993576049805
67, -2.89264488220215, 66260.609375, 66263.5, 6.75699615478516, 37.2997169494629, 1405.99987792969, -5.46454524993896, 85.3315200805664
68, -0.505433261394501, 19100.728515625, 19101.234375, 1.94778370857239, 34.0000343322754, 1719, -1.75141620635986, 57.2195472717285
69, 4.31226015090942, 97826.125, 97821.8125, 9.97504806518555, 17.8999481201172, 1217, -3.99085569381714, 95.631233215332
70, 0.119611032307148, 59260.046875, 59259.92578125, 6.04283046722412, 15.6004199981689, 1156, -2.27784109115601, 93.1290130615234
71, -2.95518326759338, 70491.171875, 70494.125, 7.18839979171753, 29.5038776397705, 1688.00012207031, -3.84708380699158, 84.9565277099609
72, -1.12446820735931, 99345.953125, 99347.078125, 10.1305818557739, 36.9992408752441, 1445, -7.42757177352905, 90.8452224731445
73, -1.63627052307129, 48714.40625, 48716.04296875, 4.96765375137329, 41.1019058227539, 1160, -5.57683181762695, 82.1026763916016
74, -0.684217154979706, 18749.552734375, 18750.236328125, 1.91199195384979, 31.1002597808838, 1477, -1.9110860824585, 54.7997894287109
75, -1.49986684322357, 51293.04296875, 51294.54296875, 5.23058748245239, 40.399974822998, 1668, -4.52458667755127, 72.8360137939453
76, 3.96586108207703, 109168.2265625, 109164.2578125, 11.1316556930542, 16.0999794006348, 1440, -3.42141437530518, 94.625129699707
77, 4.69094896316528, 105428.453125, 105423.765625, 10.7502317428589, 23.3999137878418, 1055, -6.39981460571289, 96.9174041748047
78, 0.828353345394135, 88242.109375, 88241.28125, 8.99810600280762, 38.7999801635742, 1072, -9.00231742858887, 94.1072463989258
79, -0.505327939987183, 42007.77734375, 42008.28125, 4.28365230560303, 26.1990737915039, 1224, -2.82984113693237, 84.2842102050781
80, 1.53036093711853, 21123.06640625, 21121.53515625, 2.1537971496582, 17.9999904632568, 1665, -0.997528672218323, 60.7193336486816
81, 0.511061191558838, 85091.203125, 85090.6953125, 8.67683601379395, 30.7000846862793, 1196, -6.23184204101563, 92.9700164794922
82, -0.0629829317331314, 26823.009765625, 26823.072265625, 2.73519206047058, 32.8000717163086, 1633.00012207031, -2.42477607727051, 58.937858581543
83, -0.142608061432838, 33987.75, 33987.89453125, 3.46580052375793, 31.8999977111816, 1285, -2.98535633087158, 74.9694747924805
84, -2.27519035339355, 59333.8984375, 59336.171875, 6.05060529708862, 28.5027961730957, 1384, -3.76906800270081, 86.0014572143555
85, -0.304229110479355, 21292.935546875, 21293.240234375, 2.17130613327026, 39.500560760498, 1101, -3.2186975479126, 62.9573402404785
86, 0.406699568033218, 77078.359375, 77077.953125, 7.85976362228394, 22.1004199981689, 1310, -3.72840309143066, 92.5135650634766
87, -0.145605981349945, 104302.4609375, 104302.609375, 10.6359062194824, 27.8994941711426, 1629.00012207031, -5.18534517288208, 91.3822021484375
88, -2.86316919326782, 65805.8515625, 65808.7109375, 6.71062088012695, 38.9042549133301, 1404.99987792969, -5.68181896209717, 85.0718078613281
89, -2.31178498268127, 56956.7734375, 56959.0859375, 5.80820989608765, 42.0983238220215, 1122, -6.6062126159668, 85.8126373291016
90, -0.618986427783966, 25284.703125, 25285.322265625, 2.5783851146698, 43.7018203735352, 1148, -3.9571852684021, 64.5221252441406
91, -3.01880741119385, 57938.16015625, 57941.1796875, 5.90835571289063, 46.4998397827148, 1401, -6.42385864257813, 79.4096984863281
92, 0.713877558708191, 102419.65625, 102418.9453125, 10.4438257217407, 30.7995319366455, 1398, -6.43999576568604, 92.9395370483398
93, -2.37559175491333, 88645.171875, 88647.546875, 9.0395336151123, 28.2958698272705, 1658, -4.51495456695557, 88.883415222168
94, -1.32368767261505, 60869.2265625, 60870.55078125, 6.20706844329834, 15.3043575286865, 1560, -1.78001546859741, 88.9903335571289
95, -2.16945147514343, 53135.33203125, 53137.5, 5.41851663589478, 43.1027641296387, 1048, -6.81815242767334, 85.0250930786133
96, -1.70888543128967, 56679.1875, 56680.89453125, 5.77984237670898, 38.8024253845215, 1057, -6.25744485855103, 88.204833984375
97, -0.109133683145046, 35775.8671875, 35775.9765625, 3.64813423156738, 24.8990268707275, 1158, -2.44933366775513, 83.3079071044922
98, -1.72199034690857, 58717.04296875, 58718.765625, 5.98764753341675, 19.704252243042, 1504, -2.33567714691162, 87.3665237426758
99, -2.371253490448, 75113.1015625, 75115.4765625, 7.65964651107788, 34.8977661132813, 1759, -4.7206859588623, 83.7384567260742
100, -0.57451730966568, 18055.7109375, 18056.28515625, 1.84122860431671, 35.800609588623, 1415.99987792969, -2.31310343742371, 52.3515357971191
101, 0.17528124153614, 79755.6953125, 79755.5234375, 8.13280010223389, 40.8012390136719, 1052, -8.87523365020752, 92.4501113891602
102, 1.47624182701111, 83195.5703125, 83194.09375, 8.48343658447266, 14.4000053405762, 1524.99987792969, -2.22107195854187, 93.8191680908203
103, -2.23916006088257, 54679.21875, 54681.45703125, 5.57595682144165, 24.5012760162354, 1434, -2.90366125106812, 85.3498077392578
104, -0.287528902292252, 45493.89453125, 45494.18359375, 4.63911533355713, 23.5985450744629, 1424.00012207031, -2.4307656288147, 82.2729110717773
105, 0.228299170732498, 72000.5859375, 72000.359375, 7.34199285507202, 15.7999496459961, 1323, -2.45225381851196, 93.0109329223633
106, 0.141183823347092, 53733.4765625, 53733.3359375, 5.47927522659302, 22.5009841918945, 1003.99993896484, -3.46238470077515, 92.2582473754883
107, 0.634347319602966, 20876.96484375, 20876.330078125, 2.12879323959351, 15.3000745773315, 1010.99993896484, -1.02990520000458, 81.370719909668
108, -1.99362087249756, 60488.109375, 60490.1015625, 6.16827344894409, 19.599063873291, 1697, -2.16594791412354, 85.5576171875
109, -2.33176898956299, 59055.74609375, 59058.078125, 6.02224779129028, 46.6059532165527, 1074, -7.90004920959473, 86.0509185791016
110, -0.0297100506722927, 49059.41796875, 49059.44921875, 5.00267124176025, 16.3008632659912, 1008.00006103516, -2.26042461395264, 93.1004104614258
111, 1.0928521156311, 23688.380859375, 23687.287109375, 2.41543102264404, 15.6000089645386, 1572.00012207031, -0.908736944198608, 68.6148910522461
112, -1.91921019554138, 66025.7421875, 66027.6640625, 6.7329478263855, 27.8036861419678, 1365.00012207031, -4.04450750350952, 88.2061538696289
113, -0.872081577777863, 58540.5234375, 58541.39453125, 5.96956062316895, 14.6031932830811, 1517.00012207031, -1.6677314043045, 89.6330261230469
114, -1.66147100925446, 67779.703125, 67781.3671875, 6.91177558898926, 39.1972236633301, 1156, -6.84279537200928, 89.092903137207
115, 4.74698400497437, 107950.7265625, 107945.9765625, 11.0074262619019, 23.6999626159668, 1142, -6.19606590270996, 95.9049072265625
116, 4.38996028900146, 98997.40625, 98993.015625, 10.0944776535034, 18.1999626159668, 1199, -4.15382957458496, 95.9568710327148
117, 0.852072775363922, 103364.59375, 103363.7421875, 10.5401678085327, 18.1986484527588, 1756, -3.06632423400879, 92.6688232421875
118, -1.36626827716827, 38281.96484375, 38283.33203125, 3.90381336212158, 36.2004737854004, 1050, -4.30132102966309, 81.3957366943359
119, 0.42327493429184, 65948.484375, 65948.0625, 6.72483062744141, 18.5995674133301, 1179, -2.95992517471313, 93.2350540161133
120, 0.126798644661903, 34437.953125, 34437.828125, 3.5116810798645, 25.0014572143555, 1648, -1.9848005771637, 69.8225708007813
121, -0.0759564936161041, 35380.9375, 35381.01171875, 3.60785889625549, 29.0006408691406, 1467.00012207031, -2.55131793022156, 72.7196807861328
122, 0.395085901021957, 78248.953125, 78248.5546875, 7.9791316986084, 28.599925994873, 1177, -5.43619823455811, 92.7765655517578
123, 2.44872212409973, 106072.0625, 106069.6171875, 10.8160905838013, 17.2999706268311, 1539, -3.39766263961792, 93.0864334106445
124, -2.80035376548767, 91040.6875, 91043.484375, 9.28385162353516, 44.1990699768066, 1448, -8.42568111419678, 87.4897613525391
125, -1.25682377815247, 64097.52734375, 64098.78515625, 6.53625679016113, 24.4006576538086, 1315, -3.52767610549927, 89.4346313476563
126, -2.48926424980164, 103951.3125, 103953.8046875, 10.6003379821777, 32.3956718444824, 1769, -5.6981258392334, 88.6209411621094
127, -2.0703866481781, 55828.13671875, 55830.20703125, 5.69309663772583, 31.0004615783691, 1186, -4.4648265838623, 86.6995849609375
128, -1.71184587478638, 86391.6875, 86393.3984375, 8.80967426300049, 23.7977123260498, 1637.99987792969, -3.71390891075134, 89.6477661132813
129, -0.803188562393188, 48856.5, 48857.3046875, 4.98205852508545, 28.0989780426025, 1359.99987792969, -3.24788665771484, 82.4421157836914
130, 0.578266859054565, 35763.05078125, 35762.47265625, 3.64675712585449, 16.7999725341797, 1576.00012207031, -1.28397524356842, 78.7575302124023
131, -0.793124318122864, 18685.97265625, 18686.765625, 1.90551972389221, 33.0000076293945, 1444, -2.07016730308533, 54.7197875976563
132, -2.59198236465454, 68117.8984375, 68120.4921875, 6.94635677337646, 28.5002212524414, 1516, -3.95196628570557, 85.9572296142578
133, -1.33399951457977, 103230.1015625, 103231.4375, 10.5266761779785, 28.2999706268311, 1712, -5.01466369628906, 90.2653884887695
134, -0.0791472867131233, 85568.71875, 85568.796875, 8.72558879852295, 21.8996391296387, 1366.00012207031, -3.91521763801575, 92.9425659179688
135, 0.321972250938416, 29219.33203125, 29219.009765625, 2.97950959205627, 20.2002964019775, 1072, -1.75494718551636, 83.2210540771484
136, 0.444658756256104, 23440.591796875, 23440.146484375, 2.39022970199585, 21.8010425567627, 1028, -1.682537317276, 78.3697814941406
137, 2.36371064186096, 105813.515625, 105811.1484375, 10.7897338867188, 37.7999534606934, 1096, -10.3549966812134, 93.4826507568359
138, -2.02258491516113, 57806.48828125, 57808.51171875, 5.89482736587524, 44.5031661987305, 1244, -6.60754585266113, 83.0215759277344
139, -2.60230231285095, 69652.6640625, 69655.265625, 7.10285997390747, 37.2491455078125, 1272.00012207031, -6.20472240447998, 87.20263671875
140, 0.71314811706543, 15579.1123046875, 15578.3994140625, 1.5885546207428, 16.9000015258789, 1796.00012207031, -0.750413656234741, 51.8168983459473
141, -2.28496599197388, 105841.1953125, 105843.4765625, 10.7930307388306, 44.8020629882813, 1535, -9.22290897369385, 88.8494415283203
142, -2.13626599311829, 55887.5, 55889.63671875, 5.69915676116943, 41.8971176147461, 1060, -6.78633880615234, 86.3461380004883
143, -1.86685633659363, 67419, 67420.8671875, 6.8750147819519, 27.6983013153076, 1355.00012207031, -4.14510536193848, 88.1944885253906
144, -2.13221859931946, 57160, 57162.1328125, 5.82891511917114, 43.6926536560059, 1029, -7.38589191436768, 87.1700668334961
145, -0.18815290927887, 35322.671875, 35322.859375, 3.60192918777466, 28.8999614715576, 1252, -2.76291155815125, 78.2799835205078
146, -1.95312821865082, 43300.1875, 43302.140625, 4.41558933258057, 41.8000373840332, 1222, -5.02718591690063, 78.1553573608398
147, -0.751323223114014, 31277.74609375, 31278.498046875, 3.18951892852783, 29.6029644012451, 1042, -2.93375539779663, 80.3449096679688
148, -2.86790347099304, 73462.4296875, 73465.296875, 7.49137496948242, 46.1943283081055, 1263, -8.28844451904297, 85.9930572509766
149, -2.92114758491516, 64504.24609375, 64507.16796875, 6.57790040969849, 27.102237701416, 1676, -3.30037951469421, 83.8386154174805
150, -1.00922083854675, 39778.703125, 39779.7109375, 4.05640125274658, 42.4999580383301, 1266, -4.72181844711304, 75.0198211669922
151, 2.32740545272827, 103653.2578125, 103650.9296875, 10.5694532394409, 24.8999309539795, 1286, -5.71055698394775, 93.2225036621094
152, -3.6246292591095, 79125.7890625, 79129.4140625, 8.06895446777344, 44.2930946350098, 1767, -6.47629642486572, 81.2418060302734
153, 0.554162085056305, 32826.6796875, 32826.125, 3.34733295440674, 15.7002735137939, 1425.00012207031, -1.19481241703033, 80.2936325073242
154, 4.53965377807617, 101944.4296875, 101939.890625, 10.3949756622314, 17.5999622344971, 1276.99987792969, -3.90821671485901, 95.3575820922852
155, -0.901780545711517, 15660.1796875, 15661.0810546875, 1.59698581695557, 45.9000625610352, 1202, -2.98905324935913, 53.0720405578613
156, -1.13120543956757, 100224.9375, 100226.0703125, 10.22021484375, 30.4017429351807, 1594, -5.59398889541626, 90.6438064575195
157, -1.91343629360199, 70820.6015625, 70822.515625, 7.22188663482666, 20.8020706176758, 1650, -2.69678521156311, 87.8246612548828
158, 0.00911157019436359, 106644.0078125, 106644, 10.8746614456177, 22.9004783630371, 1747.00012207031, -4.03328275680542, 91.9386901855469
159, -1.76997065544128, 24390.623046875, 24392.392578125, 2.48733162879944, 42.3999710083008, 1431, -3.35548853874207, 57.133846282959
160, -2.04182195663452, 59627.52734375, 59629.5703125, 6.08052349090576, 30.401330947876, 1627.99987792969, -3.62990784645081, 81.3716583251953
161, 0.808059990406036, 85725.5390625, 85724.734375, 8.74148941040039, 14.4004831314087, 1701, -2.08150601387024, 92.484748840332
162, -3.86951017379761, 89080.609375, 89084.4765625, 9.08408832550049, 36.9987640380859, 1755, -5.86481952667236, 84.942756652832
163, -0.903540074825287, 38011.109375, 38012.01171875, 3.87614631652832, 16.997034072876, 1125, -1.7293872833252, 88.088264465332
164, -0.9534632563591, 37915.52734375, 37916.48046875, 3.86640477180481, 42.5008544921875, 1724, -4.00826025009155, 61.8587837219238
165, -1.43543744087219, 43379.23828125, 43380.671875, 4.42359733581543, 21.4986114501953, 1248, -2.32314968109131, 85.3264694213867
166, -1.63657557964325, 58649.80078125, 58651.4375, 5.98078203201294, 28.7016277313232, 1196, -4.23620462417603, 88.1345062255859
167, 5.60108041763306, 110511.3828125, 110505.78125, 11.2684535980225, 20.6997337341309, 1021.00006103516, -6.13834857940674, 96.8147048950195
168, -0.539226055145264, 46739.00390625, 46739.54296875, 4.76610660552979, 31.6999797821045, 1584.00012207031, -3.24846506118774, 76.3798675537109
169, 3.69151544570923, 106127.7734375, 106124.078125, 10.8216438293457, 27.2998523712158, 1341, -6.11084365844727, 93.780632019043
170, -0.957884788513184, 61528.9296875, 61529.88671875, 6.27430200576782, 19.9048233032227, 1375, -2.62761783599854, 89.9183654785156
171, -0.524097740650177, 56347.5859375, 56348.109375, 5.7459077835083, 24.9996910095215, 1080, -3.79260396957397, 91.2266159057617
172, -1.28697669506073, 42763.6015625, 42764.88671875, 4.36080455780029, 19.6027030944824, 1352.00012207031, -1.92809438705444, 85.3035659790039
173, -0.254189252853394, 39282.13671875, 39282.390625, 4.00568866729736, 29.0010471343994, 1775, -2.49846863746643, 68.1409530639648
174, -1.13364136219025, 56495.44921875, 56496.58203125, 5.76104784011841, 25.19895362854, 1201, -3.53519511222839, 88.9440994262695
175, -0.134567230939865, 77601.1015625, 77601.234375, 7.91312313079834, 14.3003015518188, 1756, -1.84054720401764, 91.0775146484375
176, -1.09798324108124, 15650.15234375, 15651.25, 1.59598326683044, 43.3999710083008, 1073, -3.03950428962708, 55.2465133666992
177, 0.696969270706177, 20919.984375, 20919.287109375, 2.13317346572876, 26.8999881744385, 1471.00012207031, -1.72524905204773, 58.817066192627
178, 0.353308439254761, 90219.0703125, 90218.71875, 9.19974899291992, 45.5052642822266, 1103, -10.6675491333008, 92.5522613525391
179, 0.644274532794952, 107461.4609375, 107460.8203125, 10.957953453064, 33.7986755371094, 1433, -7.26803016662598, 92.5029983520508
180, -1.22493970394135, 96719.3359375, 96720.5625, 9.86275196075439, 46.3016891479492, 1272.00012207031, -10.2653694152832, 90.9751586914063
181, -1.89177370071411, 59852.34375, 59854.234375, 6.10343313217163, 35.9961547851563, 1390.99987792969, -4.89080476760864, 84.0064086914063
182, -0.00563007034361362, 26139.515625, 26139.521484375, 2.66548919677734, 31.6007804870605, 1080, -2.73968529701233, 74.0525283813477
183, 0.182526975870132, 72642.578125, 72642.3984375, 7.40746307373047, 16.8004493713379, 1472.00012207031, -2.39168167114258, 91.9535980224609
184, -2.12971305847168, 51350.9765625, 51353.10546875, 5.23655939102173, 28.2034683227539, 1303.99987792969, -3.47235989570618, 84.8468627929688
185, -0.857848525047302, 22956.779296875, 22957.63671875, 2.34102725982666, 35.3999938964844, 1739.00012207031, -2.32265949249268, 53.3720779418945
186, -2.35693955421448, 60397.7109375, 60400.06640625, 6.15909242630005, 44.5953407287598, 1113, -7.45894002914429, 86.0643768310547
187, -2.52890372276306, 67366.3984375, 67368.9296875, 6.86971855163574, 41.9041595458984, 1163, -7.31809759140015, 87.9848175048828
188, 1.18843269348145, 18250.76171875, 18249.57421875, 1.86093854904175, 24.3999691009521, 1424.00012207031, -1.43276536464691, 57.8929672241211
189, -2.55368685722351, 105517.390625, 105519.9453125, 10.7600393295288, 37.4970779418945, 1683.99987792969, -7.05602216720581, 88.3280868530273
190, -0.0652026683092117, 27252.25, 27252.314453125, 2.7789626121521, 28.9005680084229, 1441, -2.21771383285522, 65.3746109008789
191, -3.03034687042236, 70850.625, 70853.65625, 7.22506189346313, 35.2022018432617, 1552, -5.06808233261108, 84.1134796142578
192, 4.01840543746948, 112403.8125, 112399.796875, 11.4615888595581, 18.3999557495117, 1476, -3.99160766601563, 93.1144256591797
193, -1.72421681880951, 43477.734375, 43479.45703125, 4.43367052078247, 35.3013000488281, 1237, -4.14082384109497, 79.4853744506836
194, -1.74781608581543, 24610.228515625, 24611.9765625, 2.50972294807434, 44.7000122070313, 1776, -2.91769337654114, 56.3171157836914
195, -2.4576301574707, 62950.078125, 62952.53515625, 6.41937160491943, 44.4999008178711, 1712, -5.70319890975952, 76.1059875488281
196, -1.04098081588745, 16790.796875, 16791.837890625, 1.71229088306427, 46.8000259399414, 1268, -3.0639009475708, 53.656120300293
197, -0.558833360671997, 26106.033203125, 26106.591796875, 2.66213130950928, 39.7005233764648, 1368, -3.30138301849365, 60.8742065429688
198, 2.05991911888123, 94545.3046875, 94543.2421875, 9.64072704315186, 22.4999485015869, 1288, -4.69226598739624, 93.3646392822266
199, 0.903468668460846, 92957.1875, 92956.28125, 9.47890186309814, 34.2006912231445, 1198, -7.55306053161621, 93.1971664428711
200, -0.593996345996857, 38763.5625, 38764.15625, 3.95284366607666, 36.8000297546387, 1492, -3.60520839691162, 70.3474197387695
201, -2.27541542053223, 59205.35546875, 59207.6328125, 6.03749799728394, 26.2986259460449, 1460, -3.30291604995728, 85.6503677368164
202, -0.208541542291641, 77146.484375, 77146.6953125, 7.86677312850952, 19.7995491027832, 1496, -2.96707725524902, 91.2811431884766
203, 3.21602249145508, 96294, 96290.78125, 9.81892681121826, 17.3999328613281, 1533, -3.09543704986572, 93.6563034057617
204, 0.504302024841309, 85275.484375, 85274.9765625, 8.69562721252441, 25.9994430541992, 1234, -5.10826015472412, 93.2967224121094
205, -1.44013726711273, 54018.1171875, 54019.55859375, 5.50846195220947, 16.3014621734619, 1597, -1.69969534873962, 86.0538864135742
206, -2.47929334640503, 61486.44140625, 61488.921875, 6.27012491226196, 35.6003837585449, 1537, -4.65636539459229, 81.1333618164063
207, 0.230348020792007, 70741.9921875, 70741.765625, 7.21365213394165, 22.2997627258301, 1128, -3.94564318656921, 94.0195388793945
208, -1.75773656368256, 44575.77734375, 44577.53515625, 4.54564332962036, 30.4048480987549, 1090, -3.86594676971436, 85.3189315795898
209, 3.25418424606323, 94531.3671875, 94528.109375, 9.63918399810791, 16.4999694824219, 1320.00012207031, -3.34817576408386, 93.6118392944336
210, -0.19719235599041, 49715.10546875, 49715.30078125, 5.06954956054688, 27.199987411499, 1763, -2.64953947067261, 76.7900466918945
211, -3.58003664016724, 99450.4375, 99454.015625, 10.141487121582, 45.702091217041, 1587.00012207031, -8.73085880279541, 87.0148468017578
212, 3.88691997528076, 88796.328125, 88792.4375, 9.05430889129639, 16.3999538421631, 1150, -3.4989013671875, 95.9970626831055
213, -2.59639930725098, 67722.109375, 67724.703125, 6.90599727630615, 44.9034118652344, 1221, -7.61911964416504, 86.7111358642578
214, -1.8815940618515, 54367, 54368.8828125, 5.54408311843872, 44.0959587097168, 1218, -6.25340366363525, 83.4938201904297
215, 0.261058658361435, 29818.984375, 29818.72265625, 3.04066348075867, 19.0995979309082, 1231, -1.52212822437286, 80.6255722045898
216, -3.55714631080627, 75517.4921875, 75521.046875, 7.701003074646, 43.0048561096191, 1760, -6.1649808883667, 79.3980712890625
217, 0.424720525741577, 14252.40234375, 14251.9775390625, 1.4532972574234, 21.4005317687988, 1515, -1.03411877155304, 51.6399078369141
218, -0.0414061844348907, 35489.15234375, 35489.1953125, 3.61889052391052, 29.5000648498535, 1357.99987792969, -2.70848059654236, 75.5027084350586
219, 2.31877493858337, 104576.8203125, 104574.5, 10.6636304855347, 16.0999069213867, 1693.00012207031, -2.81746006011963, 93.6274642944336
220, 2.52093362808228, 76511.734375, 76509.2109375, 7.80176782608032, 19.1999073028564, 1245, -3.33328056335449, 93.8945770263672
221, -2.16183686256409, 48844.5703125, 48846.73046875, 4.98097991943359, 41.2983779907227, 1246, -5.30320501327515, 80.980583190918
222, -0.530284225940704, 30953.0546875, 30953.5859375, 3.15638732910156, 19.0032997131348, 1043, -1.76357436180115, 84.8263473510742
223, -1.56566619873047, 53771.09765625, 53772.6640625, 5.48328542709351, 28.1013660430908, 1586.00012207031, -3.14444518089294, 80.3730850219727
224, 0.311681240797043, 33637.03125, 33636.71875, 3.42999053001404, 21.9008407592773, 1402, -1.79289770126343, 77.7391357421875
225, 0.554941594600677, 23542.05078125, 23541.49609375, 2.40056443214417, 27.4999675750732, 1609, -1.81920504570007, 58.6674766540527
226, -1.74463856220245, 57683.984375, 57685.73046875, 5.8823070526123, 39.997444152832, 1018, -6.80461549758911, 88.3523483276367
227, 2.35123205184937, 103852.953125, 103850.6015625, 10.5898141860962, 36.4999237060547, 1054, -10.2310886383057, 93.241096496582
228, -1.51079559326172, 38771.55859375, 38773.0703125, 3.95375275611877, 22.3992347717285, 1170, -2.33112239837646, 84.4658813476563
229, 0.752717971801758, 37176.05859375, 37175.3046875, 3.79082584381104, 17.8014068603516, 1741.99987792969, -1.32243967056274, 76.1997833251953
230, -0.844610154628754, 17684.935546875, 17685.779296875, 1.80344748497009, 35.7011680603027, 1682.99987792969, -1.6127393245697, 61.7059707641602
231, -0.198537170886993, 94718.8125, 94719.0078125, 9.65865039825439, 26.6201667785645, 1547, -4.72104930877686, 91.5773239135742
